#Timeout: 10
#Number of formulas: 100000
Formula;sat;time;aux
eq10216.txt.smt2;unsat;0.01
eq10217.txt.smt2;sat;1.76
eq10218.txt.smt2;sat;1.77
eq10219.txt.smt2;unsat;0.01
eq1022.txt.smt2;unsat;0.01
eq10220.txt.smt2;unsat;0.01
eq10221.txt.smt2;unsat;0.01
eq10222.txt.smt2;unsat;0.01
eq10223.txt.smt2;unsat;0.01
eq10224.txt.smt2;sat;0.25
eq10225.txt.smt2;sat;0.27
eq10226.txt.smt2;unsat;0.01
eq10227.txt.smt2;unsat;0.01
eq10228.txt.smt2;unsat;0.01
eq10229.txt.smt2;unsat;0.01
eq1023.txt.smt2;unsat;0.01
eq10230.txt.smt2;unsat;0.01
eq10231.txt.smt2;unsat;0.01
eq10232.txt.smt2;unsat;0.01
eq10233.txt.smt2;unsat;0.01
eq10234.txt.smt2;unsat;0.01
eq10235.txt.smt2;unsat;0.01
eq10236.txt.smt2;unsat;0.01
eq10237.txt.smt2;unsat;0.01
eq10238.txt.smt2;unsat;0.01
eq10239.txt.smt2;unsat;0.01
eq1024.txt.smt2;unsat;0.01
eq10240.txt.smt2;unsat;0.01
eq10241.txt.smt2;unsat;0.01
eq10242.txt.smt2;unsat;0.01
eq10243.txt.smt2;unsat;0.01
eq10244.txt.smt2;unsat;0.01
eq10245.txt.smt2;unsat;0.01
eq10246.txt.smt2;unsat;0.01
eq10247.txt.smt2;unsat;0.01
eq10248.txt.smt2;unsat;0.01
eq10249.txt.smt2;unsat;0.01
eq1025.txt.smt2;unsat;0.01
eq10250.txt.smt2;sat;0.23
eq10251.txt.smt2;unsat;0.01
eq10252.txt.smt2;sat;0.25
eq10253.txt.smt2;unsat;0.01
eq10254.txt.smt2;unsat;0.01
eq10255.txt.smt2;unsat;0.01
eq10256.txt.smt2;unsat;0.01
eq10257.txt.smt2;unsat;0.01
eq10258.txt.smt2;unsat;0.01
eq10259.txt.smt2;unsat;0.01
eq1026.txt.smt2;unsat;0.01
eq10260.txt.smt2;sat;0.24
eq10261.txt.smt2;sat;0.43
eq10262.txt.smt2;unsat;0.01
eq10263.txt.smt2;unsat;0.01
eq10264.txt.smt2;sat;0.2
eq10265.txt.smt2;unsat;0.01
eq10266.txt.smt2;sat;0.38
eq10267.txt.smt2;unsat;0.02
eq10268.txt.smt2;unsat;0.01
eq10269.txt.smt2;unsat;0.01
eq1027.txt.smt2;unsat;0.01
eq10270.txt.smt2;unsat;0.01
eq10271.txt.smt2;unsat;0.01
eq10272.txt.smt2;unsat;0.01
eq10273.txt.smt2;unsat;0.01
eq10274.txt.smt2;unsat;0.01
eq10275.txt.smt2;unsat;0.01
eq10276.txt.smt2;unsat;0.01
eq10277.txt.smt2;unsat;0.01
eq10278.txt.smt2;unsat;0.01
eq10279.txt.smt2;unsat;0.01
eq1028.txt.smt2;unsat;0.01
eq10280.txt.smt2;unsat;0.01
eq10281.txt.smt2;unsat;0.01
eq10282.txt.smt2;unsat;0.01
eq10283.txt.smt2;unsat;0.01
eq10284.txt.smt2;unsat;0.01
eq10285.txt.smt2;unsat;0.01
eq10286.txt.smt2;unsat;0.01
eq10287.txt.smt2;unsat;0.01
eq10288.txt.smt2;unsat;0.01
eq10289.txt.smt2;unsat;0.01
eq1029.txt.smt2;unsat;0.01
eq10290.txt.smt2;unsat;0.01
eq10291.txt.smt2;unsat;0.01
eq10292.txt.smt2;unsat;0.01
eq10293.txt.smt2;unsat;0.01
eq10294.txt.smt2;unsat;0.01
eq10295.txt.smt2;unsat;0.01
eq10296.txt.smt2;unsat;0.01
eq10297.txt.smt2;unsat;0.01
eq10298.txt.smt2;unsat;0.01
eq10299.txt.smt2;unsat;0.01
eq103.txt.smt2;unsat;0.03
eq1030.txt.smt2;unsat;0.01
eq10300.txt.smt2;unsat;0.01
eq10301.txt.smt2;unsat;0.02
eq10302.txt.smt2;unsat;0.01
eq10303.txt.smt2;unsat;0.02
eq10304.txt.smt2;unsat;0.01
eq10305.txt.smt2;unsat;0.01
eq10306.txt.smt2;unsat;0.01
eq10307.txt.smt2;unsat;0.01
eq10308.txt.smt2;unsat;0.01
eq10309.txt.smt2;unsat;0.01
eq1031.txt.smt2;unsat;0.01
eq10310.txt.smt2;unsat;0.01
eq10311.txt.smt2;unsat;0.01
eq10312.txt.smt2;sat;0.15
eq10313.txt.smt2;unsat;0.01
eq10314.txt.smt2;unsat;0.01
eq10315.txt.smt2;unsat;0.01
eq10316.txt.smt2;unsat;0.01
eq10317.txt.smt2;unsat;0.01
eq10318.txt.smt2;sat;0.38
eq10319.txt.smt2;sat;0.41
eq1032.txt.smt2;unsat;0.01
eq10320.txt.smt2;sat;1.68
eq10321.txt.smt2;unsat;0.05
eq10322.txt.smt2;unsat;0.01
eq10323.txt.smt2;sat;0.54
eq10324.txt.smt2;TO;TO
eq10325.txt.smt2;sat;1.92
eq10326.txt.smt2;unsat;0.06
eq10327.txt.smt2;unsat;0.06
eq10328.txt.smt2;unsat;0.01
eq10329.txt.smt2;unsat;0.06
eq1033.txt.smt2;unsat;0.01
eq10330.txt.smt2;unsat;0.01
eq10331.txt.smt2;unsat;0.01
eq10332.txt.smt2;unsat;0.01
eq10333.txt.smt2;unsat;0.01
eq10334.txt.smt2;unsat;0.01
eq10335.txt.smt2;unsat;0.01
eq10336.txt.smt2;unsat;0.01
eq10337.txt.smt2;unsat;0.01
eq10338.txt.smt2;unsat;0.01
eq10339.txt.smt2;unsat;0.01
eq1034.txt.smt2;unsat;0.01
eq10340.txt.smt2;unsat;0.01
eq10341.txt.smt2;unsat;0.01
eq10342.txt.smt2;unsat;0.01
eq10343.txt.smt2;unsat;0.01
eq10344.txt.smt2;unsat;0.01
eq10345.txt.smt2;unsat;0.01
eq10346.txt.smt2;unsat;0.01
eq10347.txt.smt2;unsat;0.01
eq10348.txt.smt2;unsat;0.01
eq10349.txt.smt2;unsat;0.01
eq1035.txt.smt2;unsat;0.01
eq10350.txt.smt2;unsat;0.01
eq10351.txt.smt2;unsat;0.01
eq10352.txt.smt2;unsat;0.01
eq10353.txt.smt2;unsat;0.01
eq10354.txt.smt2;unsat;0.01
eq10355.txt.smt2;unsat;0.01
eq10356.txt.smt2;unsat;0.01
eq10357.txt.smt2;unsat;0.01
eq10358.txt.smt2;unsat;0.01
eq10359.txt.smt2;unsat;0.01
eq1036.txt.smt2;unsat;0.01
eq10360.txt.smt2;unsat;0.01
eq10361.txt.smt2;unsat;0.01
eq10362.txt.smt2;unsat;0.01
eq10363.txt.smt2;unsat;0.01
eq10364.txt.smt2;unsat;0.01
eq10365.txt.smt2;unsat;0.01
eq10366.txt.smt2;unsat;0.01
eq10367.txt.smt2;sat;0.47
eq10368.txt.smt2;sat;1.61
eq10369.txt.smt2;sat;0.46
eq1037.txt.smt2;unsat;0.01
eq10370.txt.smt2;unsat;0.06
eq10371.txt.smt2;unsat;0.04
eq10372.txt.smt2;unsat;0.03
eq10373.txt.smt2;unsat;0.06
eq10374.txt.smt2;unsat;0.01
eq10375.txt.smt2;unsat;0.01
eq10376.txt.smt2;unsat;0.01
eq10377.txt.smt2;unsat;0.01
eq10378.txt.smt2;sat;0.5
eq10379.txt.smt2;unsat;0.01
eq1038.txt.smt2;unsat;0.01
eq10380.txt.smt2;unsat;0.01
eq10381.txt.smt2;sat;0.51
eq10382.txt.smt2;sat;1.92
eq10383.txt.smt2;unsat;0.01
eq10384.txt.smt2;unsat;0.01
eq10385.txt.smt2;unsat;0.01
eq10386.txt.smt2;unsat;0.01
eq10387.txt.smt2;unsat;0.01
eq10388.txt.smt2;sat;0.52
eq10389.txt.smt2;unsat;0.01
eq1039.txt.smt2;unsat;0.01
eq10390.txt.smt2;unsat;0.06
eq10391.txt.smt2;unsat;0.01
eq10392.txt.smt2;unsat;0.01
eq10393.txt.smt2;sat;0.47
eq10394.txt.smt2;unsat;0.01
eq10395.txt.smt2;unsat;0.01
eq10396.txt.smt2;sat;0.45
eq10397.txt.smt2;sat;1.73
eq10398.txt.smt2;unsat;0.01
eq10399.txt.smt2;unsat;0.01
eq104.txt.smt2;unsat;0.05
eq1040.txt.smt2;sat;0.12
eq10400.txt.smt2;sat;1.72
eq10401.txt.smt2;unsat;0.01
eq10402.txt.smt2;sat;0.45
eq10403.txt.smt2;sat;0.46
eq10404.txt.smt2;sat;1.66
eq10405.txt.smt2;unsat;0.01
eq10406.txt.smt2;unsat;0.01
eq10407.txt.smt2;sat;1.65
eq10408.txt.smt2;unsat;0.01
eq10409.txt.smt2;sat;0.36
eq1041.txt.smt2;sat;0.05
eq10410.txt.smt2;unsat;0.0
eq10411.txt.smt2;sat;0.37
eq10412.txt.smt2;unsat;0.01
eq10413.txt.smt2;unsat;0.01
eq10414.txt.smt2;sat;1.6
eq10415.txt.smt2;unsat;0.01
eq10416.txt.smt2;unsat;0.01
eq10417.txt.smt2;sat;1.64
eq10418.txt.smt2;sat;0.25
eq10419.txt.smt2;unsat;0.01
eq1042.txt.smt2;sat;0.06
eq10420.txt.smt2;sat;0.27
eq10421.txt.smt2;unsat;0.01
eq10422.txt.smt2;unsat;0.01
eq10423.txt.smt2;unsat;0.01
eq10424.txt.smt2;unsat;0.01
eq10425.txt.smt2;unsat;0.01
eq10426.txt.smt2;unsat;0.01
eq10427.txt.smt2;unsat;0.01
eq10428.txt.smt2;unsat;0.01
eq10429.txt.smt2;unsat;0.01
eq1043.txt.smt2;unsat;0.02
eq10430.txt.smt2;unsat;0.01
eq10431.txt.smt2;unsat;0.01
eq10432.txt.smt2;unsat;0.01
eq10433.txt.smt2;unsat;0.01
eq10434.txt.smt2;unsat;0.01
eq10435.txt.smt2;unsat;0.01
eq10436.txt.smt2;unsat;0.01
eq10437.txt.smt2;unsat;0.01
eq10438.txt.smt2;unsat;0.01
eq10439.txt.smt2;unsat;0.01
eq1044.txt.smt2;unsat;0.01
eq10440.txt.smt2;unsat;0.01
eq10441.txt.smt2;unsat;0.01
eq10442.txt.smt2;sat;1.57
eq10443.txt.smt2;unsat;0.01
eq10444.txt.smt2;sat;0.44
eq10445.txt.smt2;unsat;0.01
eq10446.txt.smt2;unsat;0.01
eq10447.txt.smt2;unsat;0.01
eq10448.txt.smt2;unsat;0.0
eq10449.txt.smt2;unsat;0.01
eq1045.txt.smt2;unsat;0.01
eq10450.txt.smt2;unsat;0.01
eq10451.txt.smt2;unsat;0.01
eq10452.txt.smt2;unsat;0.0
eq10453.txt.smt2;unsat;0.01
eq10454.txt.smt2;unsat;0.01
eq10455.txt.smt2;sat;0.36
eq10456.txt.smt2;sat;0.35
eq10457.txt.smt2;sat;1.72
eq10458.txt.smt2;unsat;0.01
eq10459.txt.smt2;unsat;0.01
eq1046.txt.smt2;unsat;0.01
eq10460.txt.smt2;unsat;0.01
eq10461.txt.smt2;sat;1.55
eq10462.txt.smt2;unsat;0.01
eq10463.txt.smt2;sat;0.46
eq10464.txt.smt2;sat;0.46
eq10465.txt.smt2;sat;1.71
eq10466.txt.smt2;sat;1.59
eq10467.txt.smt2;unsat;0.01
eq10468.txt.smt2;unsat;0.01
eq10469.txt.smt2;unsat;0.01
eq1047.txt.smt2;unsat;0.01
eq10470.txt.smt2;unsat;0.01
eq10471.txt.smt2;unsat;0.01
eq10472.txt.smt2;unsat;0.01
eq10473.txt.smt2;unsat;0.01
eq10474.txt.smt2;unsat;0.01
eq10475.txt.smt2;unsat;0.01
eq10476.txt.smt2;unsat;0.01
eq10477.txt.smt2;unsat;0.01
eq10478.txt.smt2;unsat;0.01
eq10479.txt.smt2;unsat;0.01
eq1048.txt.smt2;unsat;0.01
eq10480.txt.smt2;unsat;0.01
eq10481.txt.smt2;unsat;0.01
eq10482.txt.smt2;unsat;0.01
eq10483.txt.smt2;unsat;0.01
eq10484.txt.smt2;unsat;0.01
eq10485.txt.smt2;unsat;0.01
eq10486.txt.smt2;sat;1.95
eq10487.txt.smt2;unsat;0.01
eq10488.txt.smt2;unsat;0.06
eq10489.txt.smt2;unsat;0.03
eq1049.txt.smt2;unsat;0.01
eq10490.txt.smt2;unsat;0.01
eq10491.txt.smt2;unsat;0.01
eq10492.txt.smt2;unsat;0.01
eq10493.txt.smt2;unsat;0.01
eq10494.txt.smt2;unsat;0.01
eq10495.txt.smt2;sat;0.42
eq10496.txt.smt2;sat;1.74
eq10497.txt.smt2;sat;1.72
eq10498.txt.smt2;sat;0.39
eq10499.txt.smt2;unsat;0.01
eq105.txt.smt2;sat;0.42
eq1050.txt.smt2;unsat;0.01
eq10500.txt.smt2;unsat;0.01
eq10501.txt.smt2;sat;0.24
eq10502.txt.smt2;sat;1.59
eq10503.txt.smt2;unsat;0.02
eq10504.txt.smt2;unsat;0.01
eq10505.txt.smt2;sat;0.27
eq10506.txt.smt2;unsat;0.01
eq10507.txt.smt2;unsat;0.01
eq10508.txt.smt2;sat;1.61
eq10509.txt.smt2;unsat;0.01
eq1051.txt.smt2;unsat;0.01
eq10510.txt.smt2;unsat;0.01
eq10511.txt.smt2;unsat;0.01
eq10512.txt.smt2;unsat;0.01
eq10513.txt.smt2;unsat;0.01
eq10514.txt.smt2;unsat;0.01
eq10515.txt.smt2;unsat;0.01
eq10516.txt.smt2;unsat;0.01
eq10517.txt.smt2;unsat;0.01
eq10518.txt.smt2;unsat;0.01
eq10519.txt.smt2;unsat;0.01
eq1052.txt.smt2;sat;0.11
eq10520.txt.smt2;unsat;0.01
eq10521.txt.smt2;unsat;0.01
eq10522.txt.smt2;unsat;0.01
eq10523.txt.smt2;unsat;0.01
eq10524.txt.smt2;unsat;0.01
eq10525.txt.smt2;unsat;0.01
eq10526.txt.smt2;unsat;0.01
eq10527.txt.smt2;unsat;0.01
eq10528.txt.smt2;unsat;0.01
eq10529.txt.smt2;unsat;0.01
eq1053.txt.smt2;sat;0.08
eq10530.txt.smt2;unsat;0.01
eq10531.txt.smt2;unsat;0.01
eq10532.txt.smt2;unsat;0.01
eq10533.txt.smt2;sat;0.45
eq10534.txt.smt2;sat;1.69
eq10535.txt.smt2;unsat;0.01
eq10536.txt.smt2;unsat;0.01
eq10537.txt.smt2;sat;0.39
eq10538.txt.smt2;sat;1.77
eq10539.txt.smt2;unsat;0.02
eq1054.txt.smt2;sat;0.13
eq10540.txt.smt2;unsat;0.01
eq10541.txt.smt2;unsat;0.01
eq10542.txt.smt2;unsat;0.01
eq10543.txt.smt2;unsat;0.01
eq10544.txt.smt2;unsat;0.01
eq10545.txt.smt2;unsat;0.01
eq10546.txt.smt2;unsat;0.01
eq10547.txt.smt2;unsat;0.01
eq10548.txt.smt2;unsat;0.01
eq10549.txt.smt2;unsat;0.01
eq1055.txt.smt2;unsat;0.01
eq10550.txt.smt2;unsat;0.01
eq10551.txt.smt2;unsat;0.01
eq10552.txt.smt2;unsat;0.01
eq10553.txt.smt2;unsat;0.01
eq10554.txt.smt2;unsat;0.01
eq10555.txt.smt2;unsat;0.01
eq10556.txt.smt2;unsat;0.01
eq10557.txt.smt2;unsat;0.01
eq10558.txt.smt2;unsat;0.01
eq10559.txt.smt2;unsat;0.01
eq1056.txt.smt2;sat;0.1
eq10560.txt.smt2;unsat;0.01
eq10561.txt.smt2;unsat;0.01
eq10562.txt.smt2;unsat;0.01
eq10563.txt.smt2;unsat;0.01
eq10564.txt.smt2;unsat;0.01
eq10565.txt.smt2;unsat;0.01
eq10566.txt.smt2;unsat;0.01
eq10567.txt.smt2;unsat;0.01
eq10568.txt.smt2;unsat;0.01
eq10569.txt.smt2;unsat;0.01
eq1057.txt.smt2;unsat;0.01
eq10570.txt.smt2;unsat;0.01
eq10571.txt.smt2;unsat;0.01
eq10572.txt.smt2;unsat;0.01
eq10573.txt.smt2;unsat;0.01
eq10574.txt.smt2;unsat;0.01
eq10575.txt.smt2;unsat;0.01
eq10576.txt.smt2;unsat;0.01
eq10577.txt.smt2;unsat;0.01
eq10578.txt.smt2;unsat;0.01
eq10579.txt.smt2;sat;1.78
eq1058.txt.smt2;unsat;0.01
eq10580.txt.smt2;unsat;0.06
eq10581.txt.smt2;unsat;0.01
eq10582.txt.smt2;sat;1.75
eq10583.txt.smt2;sat;1.63
eq10584.txt.smt2;unsat;0.06
eq10585.txt.smt2;sat;1.77
eq10586.txt.smt2;unsat;0.06
eq10587.txt.smt2;unsat;0.05
eq10588.txt.smt2;unsat;0.01
eq10589.txt.smt2;unsat;0.01
eq1059.txt.smt2;unsat;0.01
eq10590.txt.smt2;unsat;0.01
eq10591.txt.smt2;unsat;0.01
eq10592.txt.smt2;unsat;0.01
eq10593.txt.smt2;unsat;0.01
eq10594.txt.smt2;unsat;0.01
eq10595.txt.smt2;unsat;0.01
eq10596.txt.smt2;unsat;0.01
eq10597.txt.smt2;unsat;0.01
eq10598.txt.smt2;unsat;0.01
eq10599.txt.smt2;unsat;0.01
eq106.txt.smt2;sat;0.38
eq1060.txt.smt2;unsat;0.01
eq10600.txt.smt2;sat;0.47
eq10601.txt.smt2;unsat;0.01
eq10602.txt.smt2;unsat;0.01
eq10603.txt.smt2;unsat;0.06
eq10604.txt.smt2;unsat;0.01
eq10605.txt.smt2;unsat;0.01
eq10606.txt.smt2;unsat;0.01
eq10607.txt.smt2;unsat;0.01
eq10608.txt.smt2;unsat;0.01
eq10609.txt.smt2;unsat;0.01
eq1061.txt.smt2;unsat;0.01
eq10610.txt.smt2;unsat;0.01
eq10611.txt.smt2;unsat;0.01
eq10612.txt.smt2;unsat;0.01
eq10613.txt.smt2;unsat;0.01
eq10614.txt.smt2;unsat;0.01
eq10615.txt.smt2;unsat;0.01
eq10616.txt.smt2;unsat;0.01
eq10617.txt.smt2;unsat;0.01
eq10618.txt.smt2;unsat;0.01
eq10619.txt.smt2;unsat;0.01
eq1062.txt.smt2;unsat;0.01
eq10620.txt.smt2;unsat;0.01
eq10621.txt.smt2;unsat;0.01
eq10622.txt.smt2;unsat;0.06
eq10623.txt.smt2;unsat;0.06
eq10624.txt.smt2;unsat;0.01
eq10625.txt.smt2;unsat;0.01
eq10626.txt.smt2;sat;1.67
eq10627.txt.smt2;sat;1.86
eq10628.txt.smt2;unsat;0.01
