#Timeout: 10
#Number of formulas: 1000
Formula;sat;time;aux
eq724.txt.smt2;sat;0.26;True
eq725.txt.smt2;sat;0.28;True
eq726.txt.smt2;sat;0.33;True
eq727.txt.smt2;sat;0.4;True
eq728.txt.smt2;sat;0.33;True
eq729.txt.smt2;sat;0.26;True
eq73.txt.smt2;sat;0.34;True
eq730.txt.smt2;sat;0.27;True
eq731.txt.smt2;sat;0.33;True
eq732.txt.smt2;sat;1.08;True
eq733.txt.smt2;sat;0.2;True
eq734.txt.smt2;sat;1.07;True
eq735.txt.smt2;sat;0.26;True
eq736.txt.smt2;sat;0.27;True
eq737.txt.smt2;sat;0.33;True
eq738.txt.smt2;sat;0.27;True
eq739.txt.smt2;sat;0.4;True
eq74.txt.smt2;sat;0.31;True
eq740.txt.smt2;sat;0.38;True
eq741.txt.smt2;sat;0.4;True
eq742.txt.smt2;sat;0.33;True
eq743.txt.smt2;sat;0.26;True
eq744.txt.smt2;sat;0.33;True
eq745.txt.smt2;sat;0.33;True
eq746.txt.smt2;sat;0.2;True
eq747.txt.smt2;sat;1.08;True
eq748.txt.smt2;sat;0.4;True
eq749.txt.smt2;sat;0.32;True
eq75.txt.smt2;sat;0.26;True
eq750.txt.smt2;sat;0.38;True
eq751.txt.smt2;sat;0.4;True
eq752.txt.smt2;sat;0.2;True
eq753.txt.smt2;sat;0.4;True
eq754.txt.smt2;sat;0.34;True
eq755.txt.smt2;sat;0.26;True
eq756.txt.smt2;sat;0.26;True
eq757.txt.smt2;sat;0.23;True
eq758.txt.smt2;sat;0.33;True
eq759.txt.smt2;sat;0.4;True
eq76.txt.smt2;sat;0.38;True
eq760.txt.smt2;sat;0.26;True
eq761.txt.smt2;sat;0.4;True
eq762.txt.smt2;sat;0.22;True
eq763.txt.smt2;sat;0.28;True
eq764.txt.smt2;sat;0.33;True
eq765.txt.smt2;sat;0.26;True
eq766.txt.smt2;sat;1.1;True
eq767.txt.smt2;sat;1.08;True
eq768.txt.smt2;sat;0.26;True
eq769.txt.smt2;sat;0.28;True
eq77.txt.smt2;sat;0.26;True
eq770.txt.smt2;sat;0.23;True
eq771.txt.smt2;sat;0.34;True
eq772.txt.smt2;sat;0.4;True
eq773.txt.smt2;sat;0.28;True
eq774.txt.smt2;sat;0.38;True
eq775.txt.smt2;sat;0.26;True
eq776.txt.smt2;sat;2.3;True
eq777.txt.smt2;sat;0.2;True
eq778.txt.smt2;sat;0.22;True
eq779.txt.smt2;sat;1.09;True
eq78.txt.smt2;sat;0.2;True
eq780.txt.smt2;sat;0.28;True
eq781.txt.smt2;sat;0.27;True
eq782.txt.smt2;sat;0.38;True
eq783.txt.smt2;sat;0.27;True
eq784.txt.smt2;sat;0.22;True
eq785.txt.smt2;sat;0.26;True
eq786.txt.smt2;sat;1.09;True
eq787.txt.smt2;sat;0.2;True
eq788.txt.smt2;sat;0.22;True
eq789.txt.smt2;sat;0.19;True
eq79.txt.smt2;sat;0.26;True
eq790.txt.smt2;sat;0.26;True
eq791.txt.smt2;sat;1.74;True
eq792.txt.smt2;sat;0.2;True
eq793.txt.smt2;sat;0.33;True
eq794.txt.smt2;sat;1.09;True
eq795.txt.smt2;sat;1.74;True
eq796.txt.smt2;sat;0.23;True
eq797.txt.smt2;sat;0.33;True
eq798.txt.smt2;sat;1.08;True
eq799.txt.smt2;sat;0.4;True
eq8.txt.smt2;sat;0.33;True
eq80.txt.smt2;sat;1.1;True
eq800.txt.smt2;sat;0.4;True
eq801.txt.smt2;sat;0.39;True
eq802.txt.smt2;sat;0.37;True
eq803.txt.smt2;sat;0.4;True
eq804.txt.smt2;sat;0.98;True
eq805.txt.smt2;sat;0.33;True
eq806.txt.smt2;sat;0.4;True
eq807.txt.smt2;sat;0.33;True
eq808.txt.smt2;sat;0.2;True
eq809.txt.smt2;sat;1.08;True
eq81.txt.smt2;sat;0.34;True
eq810.txt.smt2;sat;0.4;True
eq811.txt.smt2;sat;0.79;True
eq812.txt.smt2;sat;0.4;True
eq813.txt.smt2;sat;0.26;True
eq814.txt.smt2;sat;1.07;True
eq815.txt.smt2;sat;0.33;True
eq816.txt.smt2;sat;1.72;True
eq817.txt.smt2;sat;0.26;True
eq818.txt.smt2;sat;0.4;True
eq819.txt.smt2;sat;0.26;True
eq82.txt.smt2;sat;0.22;True
eq820.txt.smt2;sat;0.35;True
eq821.txt.smt2;sat;6.61;True
eq822.txt.smt2;sat;0.4;True
eq823.txt.smt2;sat;0.26;True
eq824.txt.smt2;sat;0.32;True
eq825.txt.smt2;sat;0.23;True
eq826.txt.smt2;sat;0.22;True
eq827.txt.smt2;sat;0.19;True
eq828.txt.smt2;sat;0.22;True
eq829.txt.smt2;sat;0.26;True
eq83.txt.smt2;sat;1.09;True
eq830.txt.smt2;sat;0.4;True
eq831.txt.smt2;sat;1.4;True
eq832.txt.smt2;sat;0.33;True
eq833.txt.smt2;sat;0.39;True
eq834.txt.smt2;sat;0.22;True
eq835.txt.smt2;sat;0.38;True
eq836.txt.smt2;sat;0.26;True
eq837.txt.smt2;sat;0.26;True
eq838.txt.smt2;sat;1.76;True
eq839.txt.smt2;sat;0.26;True
eq84.txt.smt2;sat;1.09;True
eq840.txt.smt2;sat;0.32;True
eq841.txt.smt2;sat;0.38;True
eq842.txt.smt2;sat;1.22;True
eq843.txt.smt2;sat;0.33;True
eq844.txt.smt2;sat;0.22;True
eq845.txt.smt2;sat;0.33;True
eq846.txt.smt2;sat;0.26;True
eq847.txt.smt2;sat;0.39;True
eq848.txt.smt2;sat;0.4;True
eq849.txt.smt2;sat;0.23;True
eq85.txt.smt2;sat;0.33;True
eq850.txt.smt2;sat;0.33;True
eq851.txt.smt2;sat;0.27;True
eq852.txt.smt2;sat;0.22;True
eq853.txt.smt2;sat;0.26;True
eq854.txt.smt2;sat;1.09;True
eq855.txt.smt2;sat;0.4;True
eq856.txt.smt2;sat;0.38;True
eq857.txt.smt2;sat;0.22;True
eq858.txt.smt2;sat;0.33;True
eq859.txt.smt2;sat;1.08;True
eq86.txt.smt2;sat;0.4;True
eq860.txt.smt2;sat;0.35;True
eq861.txt.smt2;sat;0.4;True
eq862.txt.smt2;sat;0.33;True
eq863.txt.smt2;sat;0.26;True
eq864.txt.smt2;sat;0.39;True
eq865.txt.smt2;sat;0.4;True
eq866.txt.smt2;sat;1.87;True
eq867.txt.smt2;sat;0.33;True
eq868.txt.smt2;sat;0.22;True
eq869.txt.smt2;TO;TO;TO
eq87.txt.smt2;sat;1.07;True
eq870.txt.smt2;sat;0.33;True
eq871.txt.smt2;sat;1.07;True
eq872.txt.smt2;sat;0.26;True
eq873.txt.smt2;sat;0.38;True
eq874.txt.smt2;sat;0.33;True
eq875.txt.smt2;sat;0.33;True
eq876.txt.smt2;sat;0.33;True
eq877.txt.smt2;sat;0.26;True
eq878.txt.smt2;sat;0.41;True
eq879.txt.smt2;sat;1.23;True
eq88.txt.smt2;sat;0.27;True
eq880.txt.smt2;sat;3.27;True
eq881.txt.smt2;sat;0.35;True
eq882.txt.smt2;sat;0.26;True
eq883.txt.smt2;sat;0.39;True
eq884.txt.smt2;sat;0.33;True
eq885.txt.smt2;sat;0.26;True
eq886.txt.smt2;sat;0.33;True
eq887.txt.smt2;sat;1.08;True
eq888.txt.smt2;sat;0.36;True
eq889.txt.smt2;sat;1.39;True
eq89.txt.smt2;sat;0.33;True
eq890.txt.smt2;sat;0.32;True
eq891.txt.smt2;sat;0.28;True
eq892.txt.smt2;sat;0.26;True
eq893.txt.smt2;sat;0.32;True
eq894.txt.smt2;sat;0.27;True
eq895.txt.smt2;sat;0.4;True
eq896.txt.smt2;sat;0.33;True
eq897.txt.smt2;sat;0.28;True
eq9.txt.smt2;sat;0.26;True
eq90.txt.smt2;sat;0.33;True
eq91.txt.smt2;sat;0.39;True
eq92.txt.smt2;sat;0.39;True
eq93.txt.smt2;sat;0.26;True
eq94.txt.smt2;sat;0.27;True
eq95.txt.smt2;sat;0.38;True
eq96.txt.smt2;sat;0.23;True
eq97.txt.smt2;sat;1.06;True
eq98.txt.smt2;sat;0.34;True
eq99.txt.smt2;sat;0.26;True
