#Timeout: 10
#Number of formulas: 1000
Formula;sat;time;aux
quad-length-232-6-0-unsat.smt2;unsat;0.85;
quad-length-233-6-1-sat.smt2;TO;TO;TO
quad-length-234-6-1-unsat.smt2;unsat;0.5;
quad-length-235-6-1-sat.smt2;TO;TO;TO
quad-length-236-6-1-unsat.smt2;unsat;0.26;
quad-length-237-6-2-sat.smt2;TO;TO;TO
quad-length-238-6-2-unsat.smt2;unsat;0.23;
quad-length-239-6-2-sat.smt2;TO;TO;TO
quad-length-240-6-2-unsat.smt2;unsat;0.3;
quad-length-241-4-2-sat.smt2;TO;TO;TO
quad-length-242-4-2-unsat.smt2;unsat;0.47;
quad-length-243-4-3-sat.smt2;TO;TO;TO
quad-length-244-4-3-unsat.smt2;unsat;0.47;
quad-length-245-4-3-sat.smt2;TO;TO;TO
quad-length-246-4-3-unsat.smt2;unsat;0.28;
quad-length-247-4-3-sat.smt2;TO;TO;TO
quad-length-248-4-3-unsat.smt2;unsat;0.28;
quad-length-249-4-3-sat.smt2;TO;TO;TO
quad-length-250-4-3-unsat.smt2;unsat;0.28;
quad-length-251-4-3-sat.smt2;TO;TO;TO
quad-length-252-4-3-unsat.smt2;unsat;0.44;
quad-length-253-4-4-sat.smt2;TO;TO;TO
quad-length-254-4-4-unsat.smt2;unsat;0.49;
quad-length-255-4-4-sat.smt2;TO;TO;TO
quad-length-256-4-4-unsat.smt2;unsat;0.48;
quad-length-257-4-4-sat.smt2;TO;TO;TO
quad-length-258-4-4-unsat.smt2;unsat;0.26;
quad-length-259-4-5-sat.smt2;TO;TO;TO
quad-length-260-4-5-unsat.smt2;unsat;0.48;
quad-length-261-5-1-sat.smt2;TO;TO;TO
quad-length-262-5-1-unsat.smt2;unsat;0.47;
quad-length-263-5-1-sat.smt2;TO;TO;TO
quad-length-264-5-1-unsat.smt2;unsat;0.28;
quad-length-265-5-2-sat.smt2;TO;TO;TO
quad-length-266-5-2-unsat.smt2;unsat;0.44;
quad-length-267-5-2-sat.smt2;TO;TO;TO
quad-length-268-5-2-unsat.smt2;unsat;0.36;
quad-length-269-5-2-sat.smt2;TO;TO;TO
quad-length-270-5-2-unsat.smt2;unsat;0.27;
quad-length-271-5-3-sat.smt2;TO;TO;TO
quad-length-272-5-3-unsat.smt2;unsat;0.27;
quad-length-273-5-3-sat.smt2;TO;TO;TO
quad-length-274-5-3-unsat.smt2;unsat;0.44;
quad-length-275-5-3-sat.smt2;TO;TO;TO
quad-length-276-5-3-unsat.smt2;unsat;0.5;
quad-length-277-5-4-sat.smt2;TO;TO;TO
quad-length-278-5-4-unsat.smt2;unsat;0.44;
quad-length-279-5-4-sat.smt2;TO;TO;TO
quad-length-280-5-4-unsat.smt2;unsat;0.38;
quad-length-281-5-4-sat.smt2;TO;TO;TO
quad-length-282-5-4-unsat.smt2;unsat;0.25;
quad-length-283-5-4-sat.smt2;TO;TO;TO
quad-length-284-5-4-unsat.smt2;unsat;0.22;
quad-length-285-5-4-sat.smt2;TO;TO;TO
quad-length-286-5-4-unsat.smt2;unsat;0.27;
quad-length-287-6-1-sat.smt2;TO;TO;TO
quad-length-288-6-1-unsat.smt2;unsat;0.44;
quad-length-289-6-1-sat.smt2;TO;TO;TO
quad-length-290-6-1-unsat.smt2;unsat;0.29;
quad-length-291-6-2-sat.smt2;TO;TO;TO
quad-length-292-6-2-unsat.smt2;unsat;0.24;
quad-length-293-6-2-sat.smt2;TO;TO;TO
quad-length-294-6-2-unsat.smt2;unsat;0.47;
quad-length-295-6-3-sat.smt2;TO;TO;TO
quad-length-296-6-3-unsat.smt2;unsat;0.23;
quad-length-297-6-3-sat.smt2;TO;TO;TO
quad-length-298-6-3-unsat.smt2;unsat;0.27;
quad-length-299-6-3-sat.smt2;TO;TO;TO
quad-length-300-6-3-unsat.smt2;unsat;0.24;
