#Timeout: 10
#Number of formulas: 1000
Formula;sat;time;aux
quad-073-4-1-sat.smt2;sat;0.48;True
quad-074-4-1-unsat.smt2;unsat;0.15;
quad-075-4-2-sat.smt2;sat;0.66;True
quad-076-4-2-unsat.smt2;unsat;0.12;
quad-077-4-2-sat.smt2;sat;1.27;True
quad-078-4-2-unsat.smt2;unsat;0.09;
quad-079-4-2-sat.smt2;sat;4.52;True
quad-080-4-2-unsat.smt2;unsat;0.12;
quad-081-4-2-sat.smt2;sat;0.94;True
quad-082-4-2-unsat.smt2;unsat;0.15;
quad-083-4-3-sat.smt2;sat;1.64;True
quad-084-4-3-unsat.smt2;unsat;0.16;
quad-085-4-3-sat.smt2;sat;0.68;True
quad-086-4-3-unsat.smt2;unsat;0.13;
quad-087-4-4-sat.smt2;sat;0.68;True
quad-088-4-4-unsat.smt2;unsat;0.67;
quad-089-4-4-sat.smt2;sat;4.87;True
quad-090-4-4-unsat.smt2;unsat;0.11;
quad-091-4-0-sat.smt2;sat;0.6;True
quad-092-4-0-unsat.smt2;unsat;0.59;
quad-093-4-1-sat.smt2;sat;2.34;True
quad-094-4-1-unsat.smt2;TO;TO;TO
quad-095-4-1-sat.smt2;sat;1.03;True
quad-096-4-1-unsat.smt2;unsat;0.38;
quad-097-4-1-sat.smt2;sat;0.99;True
quad-098-4-1-unsat.smt2;unsat;0.66;
quad-099-4-2-sat.smt2;sat;0.86;True
quad-100-4-2-unsat.smt2;unsat;0.61;
quad-101-4-2-sat.smt2;sat;0.93;True
quad-102-4-2-unsat.smt2;unsat;0.51;
quad-103-4-2-sat.smt2;sat;1.36;True
quad-104-4-2-unsat.smt2;unsat;0.59;
quad-105-4-2-sat.smt2;TO;TO;TO
quad-106-4-2-unsat.smt2;unsat;0.1;
quad-107-4-3-sat.smt2;sat;2.85;True
quad-108-4-3-unsat.smt2;unsat;0.09;
quad-109-4-3-sat.smt2;sat;7.99;True
quad-110-4-3-unsat.smt2;unsat;0.11;
quad-111-4-3-sat.smt2;sat;7.94;True
quad-112-4-3-unsat.smt2;unsat;0.1;
quad-113-4-3-sat.smt2;sat;1.62;True
quad-114-4-3-unsat.smt2;unsat;0.7;
quad-115-4-3-sat.smt2;sat;1.85;True
quad-116-4-3-unsat.smt2;unsat;0.54;
quad-117-4-4-sat.smt2;sat;1.9;True
quad-118-4-4-unsat.smt2;unsat;0.77;
quad-119-4-4-sat.smt2;sat;0.83;True
quad-120-4-4-unsat.smt2;unsat;0.59;
quad-121-4-0-sat.smt2;sat;0.5;True
quad-122-4-0-unsat.smt2;unsat;0.5;
quad-123-4-1-sat.smt2;sat;0.8;True
quad-124-4-1-unsat.smt2;unsat;0.42;
quad-125-4-1-sat.smt2;sat;0.89;True
quad-126-4-1-unsat.smt2;unsat;0.38;
quad-127-4-1-sat.smt2;sat;1.07;True
quad-128-4-1-unsat.smt2;unsat;0.38;
quad-129-4-1-sat.smt2;sat;3.59;True
quad-130-4-1-unsat.smt2;unsat;0.35;
quad-131-4-2-sat.smt2;sat;1.13;True
quad-132-4-2-unsat.smt2;unsat;0.36;
quad-133-4-2-sat.smt2;sat;2.0;True
quad-134-4-2-unsat.smt2;unsat;0.4;
quad-135-4-2-sat.smt2;sat;0.79;True
quad-136-4-2-unsat.smt2;unsat;0.35;
quad-137-4-2-sat.smt2;sat;1.17;True
quad-138-4-2-unsat.smt2;unsat;0.39;
quad-139-4-2-sat.smt2;TO;TO;TO
quad-140-4-2-unsat.smt2;unsat;0.53;
quad-141-4-3-sat.smt2;sat;0.69;True
quad-142-4-3-unsat.smt2;unsat;0.4;
quad-143-4-3-sat.smt2;sat;0.94;True
quad-144-4-3-unsat.smt2;unsat;0.42;
quad-145-4-3-sat.smt2;sat;0.8;True
quad-146-4-3-unsat.smt2;unsat;0.4;
quad-147-4-3-sat.smt2;sat;1.77;True
quad-148-4-3-unsat.smt2;unsat;0.3;
quad-149-4-3-sat.smt2;sat;1.19;True
quad-150-4-3-unsat.smt2;unsat;0.36;
quad-151-4-3-sat.smt2;sat;1.54;True
quad-152-4-3-unsat.smt2;unsat;0.37;
quad-153-4-4-sat.smt2;sat;1.95;True
quad-154-4-4-unsat.smt2;unsat;0.33;
quad-155-4-4-sat.smt2;sat;1.14;True
quad-156-4-4-unsat.smt2;unsat;0.28;
quad-157-4-4-sat.smt2;sat;1.56;True
quad-158-4-4-unsat.smt2;unsat;0.38;
quad-159-4-4-sat.smt2;sat;2.21;True
quad-160-4-4-unsat.smt2;unsat;0.38;
quad-161-4-0-sat.smt2;sat;0.62;True
quad-162-4-0-unsat.smt2;unsat;0.61;
quad-163-4-1-sat.smt2;sat;0.81;True
quad-164-4-1-unsat.smt2;unsat;0.57;
quad-165-4-1-sat.smt2;sat;1.42;True
quad-166-4-1-unsat.smt2;unsat;0.24;
quad-167-4-2-sat.smt2;sat;1.4;True
quad-168-4-2-unsat.smt2;unsat;0.25;
quad-169-4-2-sat.smt2;sat;1.12;True
quad-170-4-2-unsat.smt2;unsat;0.26;
quad-171-4-2-sat.smt2;sat;1.61;True
quad-172-4-2-unsat.smt2;unsat;3.21;
quad-173-4-2-sat.smt2;sat;0.81;True
quad-174-4-2-unsat.smt2;unsat;0.93;
quad-175-4-3-sat.smt2;sat;0.79;True
quad-176-4-3-unsat.smt2;unsat;0.56;
quad-177-4-3-sat.smt2;sat;1.14;True
quad-178-4-3-unsat.smt2;unsat;0.27;
quad-179-4-3-sat.smt2;sat;1.88;True
quad-180-4-3-unsat.smt2;unsat;0.28;
quad-181-4-2-sat.smt2;sat;1.39;True
quad-182-4-2-unsat.smt2;unsat;0.25;
quad-183-4-3-sat.smt2;sat;1.54;True
quad-184-4-3-unsat.smt2;unsat;0.26;
quad-185-4-4-sat.smt2;sat;2.0;True
quad-186-4-4-unsat.smt2;unsat;0.27;
quad-187-4-4-sat.smt2;sat;1.55;True
quad-188-4-4-unsat.smt2;unsat;0.22;
quad-189-4-4-sat.smt2;sat;1.43;True
quad-190-4-4-unsat.smt2;unsat;0.24;
quad-191-4-1-sat.smt2;sat;0.91;True
quad-192-4-1-unsat.smt2;unsat;0.14;
quad-193-4-2-sat.smt2;sat;3.26;True
quad-194-4-2-unsat.smt2;unsat;0.08;
quad-195-4-1-sat.smt2;sat;0.81;True
quad-196-4-1-unsat.smt2;unsat;0.57;
quad-197-4-2-sat.smt2;sat;1.23;True
quad-198-4-2-unsat.smt2;unsat;0.08;
quad-199-4-1-sat.smt2;sat;0.81;True
quad-200-4-1-unsat.smt2;unsat;0.21;
quad-201-4-2-sat.smt2;sat;0.41;True
quad-202-4-2-unsat.smt2;unsat;0.21;
quad-203-4-2-sat.smt2;sat;0.81;True
quad-204-4-2-unsat.smt2;unsat;0.23;
quad-205-4-3-sat.smt2;sat;0.35;True
quad-206-4-3-unsat.smt2;unsat;0.17;
quad-207-4-4-sat.smt2;sat;0.41;True
quad-208-4-4-unsat.smt2;unsat;0.2;
quad-209-4-5-sat.smt2;TO;TO;TO
quad-210-4-5-unsat.smt2;unsat;0.21;
quad-211-5-0-sat.smt2;sat;0.56;True
quad-212-5-0-unsat.smt2;unsat;0.57;
quad-213-5-1-sat.smt2;sat;0.78;True
quad-214-5-1-unsat.smt2;unsat;0.4;
quad-215-5-1-sat.smt2;sat;1.31;True
quad-216-5-1-unsat.smt2;unsat;0.25;
quad-217-5-2-sat.smt2;sat;1.0;True
quad-218-5-2-unsat.smt2;unsat;0.27;
quad-219-5-2-sat.smt2;sat;0.55;True
quad-220-5-2-unsat.smt2;unsat;0.44;
quad-221-5-3-sat.smt2;sat;0.55;True
quad-222-5-3-unsat.smt2;unsat;0.44;
quad-223-5-4-sat.smt2;sat;0.56;True
quad-224-5-4-unsat.smt2;unsat;0.45;
quad-225-5-4-sat.smt2;sat;0.56;True
quad-226-5-4-unsat.smt2;unsat;0.45;
quad-227-5-5-sat.smt2;sat;0.56;True
quad-228-5-5-unsat.smt2;unsat;0.45;
quad-229-5-5-sat.smt2;sat;0.87;True
quad-230-5-5-unsat.smt2;unsat;0.29;
quad-231-6-0-sat.smt2;sat;0.75;True
quad-232-6-0-unsat.smt2;unsat;0.85;
quad-233-6-1-sat.smt2;sat;1.06;True
quad-234-6-1-unsat.smt2;unsat;0.5;
quad-235-6-1-sat.smt2;sat;1.74;True
quad-236-6-1-unsat.smt2;unsat;0.29;
quad-237-6-2-sat.smt2;sat;1.33;True
quad-238-6-2-unsat.smt2;unsat;0.23;
quad-239-6-2-sat.smt2;sat;3.51;True
quad-240-6-2-unsat.smt2;unsat;0.3;
quad-241-4-2-sat.smt2;sat;0.77;True
quad-242-4-2-unsat.smt2;unsat;0.47;
quad-243-4-3-sat.smt2;sat;0.66;True
quad-244-4-3-unsat.smt2;unsat;0.47;
quad-245-4-3-sat.smt2;sat;1.77;True
quad-246-4-3-unsat.smt2;unsat;0.28;
quad-247-4-3-sat.smt2;sat;2.97;True
quad-248-4-3-unsat.smt2;unsat;0.28;
quad-249-4-3-sat.smt2;sat;2.93;True
quad-250-4-3-unsat.smt2;unsat;0.28;
quad-251-4-3-sat.smt2;sat;0.82;True
quad-252-4-3-unsat.smt2;unsat;0.42;
quad-253-4-4-sat.smt2;sat;0.66;True
quad-254-4-4-unsat.smt2;unsat;0.49;
quad-255-4-4-sat.smt2;sat;0.77;True
quad-256-4-4-unsat.smt2;unsat;0.48;
quad-257-4-4-sat.smt2;sat;2.3;True
quad-258-4-4-unsat.smt2;unsat;0.29;
quad-259-4-5-sat.smt2;sat;0.78;True
quad-260-4-5-unsat.smt2;unsat;0.48;
quad-261-5-1-sat.smt2;sat;0.79;True
quad-262-5-1-unsat.smt2;unsat;0.47;
quad-263-5-1-sat.smt2;sat;1.28;True
quad-264-5-1-unsat.smt2;unsat;0.24;
quad-265-5-2-sat.smt2;sat;0.55;True
quad-266-5-2-unsat.smt2;unsat;0.44;
quad-267-5-2-sat.smt2;sat;1.93;True
quad-268-5-2-unsat.smt2;unsat;0.32;
quad-269-5-2-sat.smt2;sat;1.05;True
quad-270-5-2-unsat.smt2;unsat;0.27;
quad-271-5-3-sat.smt2;sat;1.73;True
quad-272-5-3-unsat.smt2;unsat;0.24;
quad-273-5-3-sat.smt2;sat;0.55;True
quad-274-5-3-unsat.smt2;unsat;0.44;
quad-275-5-3-sat.smt2;sat;0.95;True
quad-276-5-3-unsat.smt2;unsat;0.5;
quad-277-5-4-sat.smt2;sat;0.56;True
quad-278-5-4-unsat.smt2;unsat;0.44;
quad-279-5-4-sat.smt2;sat;0.56;True
quad-280-5-4-unsat.smt2;unsat;0.45;
quad-281-5-4-sat.smt2;sat;1.0;True
quad-282-5-4-unsat.smt2;unsat;0.24;
quad-283-5-4-sat.smt2;sat;0.97;True
quad-284-5-4-unsat.smt2;unsat;0.25;
quad-285-5-4-sat.smt2;sat;1.19;True
quad-286-5-4-unsat.smt2;unsat;0.23;
quad-287-6-1-sat.smt2;sat;1.09;True
quad-288-6-1-unsat.smt2;unsat;0.5;
quad-289-6-1-sat.smt2;sat;2.26;True
quad-290-6-1-unsat.smt2;unsat;0.29;
quad-291-6-2-sat.smt2;sat;1.91;True
quad-292-6-2-unsat.smt2;unsat;0.28;
quad-293-6-2-sat.smt2;sat;0.77;True
quad-294-6-2-unsat.smt2;unsat;0.47;
quad-295-6-3-sat.smt2;sat;1.68;True
quad-296-6-3-unsat.smt2;unsat;0.23;
quad-297-6-3-sat.smt2;sat;1.76;True
quad-298-6-3-unsat.smt2;unsat;0.27;
quad-299-6-3-sat.smt2;sat;2.9;True
quad-300-6-3-unsat.smt2;unsat;0.25;
quad-length-001-1-unsat.smt2;unsat;0.06;
quad-length-002-1-unsat.smt2;unsat;0.07;
quad-length-003-2-sat.smt2;TO;TO;TO
quad-length-004-2-unsat.smt2;unsat;0.11;
quad-length-005-2-sat.smt2;TO;TO;TO
quad-length-006-2-unsat.smt2;unsat;0.24;
quad-length-007-2-sat.smt2;TO;TO;TO
quad-length-008-2-unsat.smt2;unsat;0.3;
quad-length-009-2-sat.smt2;TO;TO;TO
quad-length-010-2-unsat.smt2;unsat;0.21;
quad-length-011-2-sat.smt2;TO;TO;TO
quad-length-012-2-unsat.smt2;unsat;0.24;
quad-length-013-2-2-sat.smt2;TO;TO;TO
quad-length-014-2-2-unsat.smt2;unsat;0.39;
quad-length-015-2-3-sat.smt2;TO;TO;TO
quad-length-016-2-3-unsat.smt2;unsat;0.28;
quad-length-017-2-4-sat.smt2;TO;TO;TO
quad-length-018-2-4-unsat.smt2;unsat;0.4;
quad-length-019-2-4-sat.smt2;TO;TO;TO
quad-length-020-2-4-unsat.smt2;unsat;0.4;
quad-length-021-3-sat.smt2;TO;TO;TO
quad-length-022-3-unsat.smt2;unsat;0.14;
quad-length-023-3-sat.smt2;TO;TO;TO
quad-length-024-3-unsat.smt2;unsat;0.26;
quad-length-025-2-2-sat.smt2;TO;TO;TO
quad-length-026-2-2-unsat.smt2;unsat;0.76;
quad-length-027-2-2-sat.smt2;TO;TO;TO
quad-length-028-2-2-unsat.smt2;unsat;0.13;
quad-length-029-3-1-sat.smt2;TO;TO;TO
quad-length-030-3-1-unsat.smt2;unsat;0.49;
quad-length-031-3-1-sat.smt2;TO;TO;TO
quad-length-032-3-1-unsat.smt2;unsat;0.26;
quad-length-033-3-2-sat.smt2;TO;TO;TO
quad-length-034-3-2-unsat.smt2;unsat;0.33;
quad-length-035-3-2-sat.smt2;TO;TO;TO
quad-length-036-3-2-unsat.smt2;unsat;0.5;
quad-length-037-3-2-sat.smt2;TO;TO;TO
quad-length-038-3-2-unsat.smt2;unsat;0.1;
quad-length-039-3-3-sat.smt2;TO;TO;TO
quad-length-040-3-3-unsat.smt2;unsat;0.44;
quad-length-041-3-4-sat.smt2;TO;TO;TO
quad-length-042-3-4-unsat.smt2;unsat;0.37;
quad-length-043-3-5-sat.smt2;TO;TO;TO
quad-length-044-3-5-unsat.smt2;unsat;0.51;
quad-length-045-3-6-sat.smt2;TO;TO;TO
quad-length-046-3-6-unsat.smt2;unsat;0.08;
quad-length-047-3-7-sat.smt2;TO;TO;TO
quad-length-048-3-7-unsat.smt2;unsat;0.45;
quad-length-049-3-7-sat.smt2;TO;TO;TO
quad-length-050-3-7-unsat.smt2;unsat;0.5;
quad-length-051-3-7-sat.smt2;TO;TO;TO
quad-length-052-3-7-unsat.smt2;unsat;0.51;
quad-length-053-3-7-sat.smt2;TO;TO;TO
quad-length-054-3-7-unsat.smt2;unsat;0.5;
quad-length-055-3-7-sat.smt2;TO;TO;TO
quad-length-056-3-7-unsat.smt2;unsat;0.51;
quad-length-057-3-7-sat.smt2;TO;TO;TO
quad-length-058-3-7-unsat.smt2;unsat;0.37;
quad-length-059-3-7-sat.smt2;TO;TO;TO
quad-length-060-3-7-unsat.smt2;unsat;0.51;
quad-length-061-4-0-sat.smt2;TO;TO;TO
quad-length-062-4-0-unsat.smt2;unsat;0.14;
quad-length-063-4-0-sat.smt2;TO;TO;TO
quad-length-064-4-0-unsat.smt2;unsat;0.61;
quad-length-065-4-1-sat.smt2;TO;TO;TO
quad-length-066-4-1-unsat.smt2;unsat;0.09;
quad-length-067-4-1-sat.smt2;TO;TO;TO
quad-length-068-4-1-unsat.smt2;unsat;0.38;
quad-length-069-4-1-sat.smt2;TO;TO;TO
quad-length-070-4-1-unsat.smt2;unsat;0.63;
quad-length-071-4-1-sat.smt2;TO;TO;TO
quad-length-072-4-1-unsat.smt2;unsat;0.09;
quad-length-073-4-1-sat.smt2;TO;TO;TO
quad-length-074-4-1-unsat.smt2;unsat;0.15;
quad-length-075-4-2-sat.smt2;TO;TO;TO
quad-length-076-4-2-unsat.smt2;unsat;0.1;
quad-length-077-4-2-sat.smt2;TO;TO;TO
quad-length-078-4-2-unsat.smt2;unsat;0.09;
quad-length-079-4-2-sat.smt2;TO;TO;TO
quad-length-080-4-2-unsat.smt2;unsat;0.12;
quad-length-081-4-2-sat.smt2;TO;TO;TO
quad-length-082-4-2-unsat.smt2;unsat;0.15;
quad-length-083-4-3-sat.smt2;TO;TO;TO
quad-length-084-4-3-unsat.smt2;unsat;0.16;
quad-length-085-4-3-sat.smt2;TO;TO;TO
quad-length-086-4-3-unsat.smt2;unsat;0.12;
quad-length-087-4-4-sat.smt2;TO;TO;TO
quad-length-088-4-4-unsat.smt2;unsat;0.67;
quad-length-089-4-4-sat.smt2;TO;TO;TO
quad-length-090-4-4-unsat.smt2;unsat;0.1;
quad-length-091-4-0-sat.smt2;TO;TO;TO
quad-length-092-4-0-unsat.smt2;unsat;0.59;
quad-length-093-4-1-sat.smt2;TO;TO;TO
quad-length-094-4-1-unsat.smt2;TO;TO;TO
quad-length-095-4-1-sat.smt2;TO;TO;TO
quad-length-096-4-1-unsat.smt2;unsat;0.38;
quad-length-097-4-1-sat.smt2;TO;TO;TO
quad-length-098-4-1-unsat.smt2;unsat;0.66;
quad-length-099-4-2-sat.smt2;TO;TO;TO
quad-length-100-4-2-unsat.smt2;unsat;0.61;
quad-length-101-4-2-sat.smt2;TO;TO;TO
quad-length-102-4-2-unsat.smt2;unsat;0.52;
quad-length-103-4-2-sat.smt2;TO;TO;TO
quad-length-104-4-2-unsat.smt2;unsat;0.67;
quad-length-105-4-2-sat.smt2;TO;TO;TO
quad-length-106-4-2-unsat.smt2;unsat;0.1;
quad-length-107-4-3-sat.smt2;TO;TO;TO
quad-length-108-4-3-unsat.smt2;unsat;0.09;
quad-length-109-4-3-sat.smt2;TO;TO;TO
quad-length-110-4-3-unsat.smt2;unsat;0.11;
quad-length-111-4-3-sat.smt2;TO;TO;TO
quad-length-112-4-3-unsat.smt2;unsat;0.1;
quad-length-113-4-3-sat.smt2;TO;TO;TO
quad-length-114-4-3-unsat.smt2;unsat;0.7;
quad-length-115-4-3-sat.smt2;TO;TO;TO
quad-length-116-4-3-unsat.smt2;unsat;0.53;
quad-length-117-4-4-sat.smt2;TO;TO;TO
quad-length-118-4-4-unsat.smt2;unsat;0.77;
quad-length-119-4-4-sat.smt2;TO;TO;TO
quad-length-120-4-4-unsat.smt2;unsat;0.59;
quad-length-121-4-0-sat.smt2;TO;TO;TO
quad-length-122-4-0-unsat.smt2;unsat;0.5;
quad-length-123-4-1-sat.smt2;TO;TO;TO
quad-length-124-4-1-unsat.smt2;unsat;0.42;
quad-length-125-4-1-sat.smt2;TO;TO;TO
quad-length-126-4-1-unsat.smt2;unsat;0.37;
quad-length-127-4-1-sat.smt2;TO;TO;TO
quad-length-128-4-1-unsat.smt2;unsat;0.37;
quad-length-129-4-1-sat.smt2;TO;TO;TO
quad-length-130-4-1-unsat.smt2;unsat;0.36;
quad-length-131-4-2-sat.smt2;TO;TO;TO
quad-length-132-4-2-unsat.smt2;unsat;0.36;
quad-length-133-4-2-sat.smt2;TO;TO;TO
quad-length-134-4-2-unsat.smt2;unsat;0.34;
quad-length-135-4-2-sat.smt2;TO;TO;TO
quad-length-136-4-2-unsat.smt2;unsat;0.34;
quad-length-137-4-2-sat.smt2;TO;TO;TO
quad-length-138-4-2-unsat.smt2;unsat;0.4;
quad-length-139-4-2-sat.smt2;TO;TO;TO
quad-length-140-4-2-unsat.smt2;unsat;0.46;
quad-length-141-4-3-sat.smt2;TO;TO;TO
quad-length-142-4-3-unsat.smt2;unsat;0.36;
quad-length-143-4-3-sat.smt2;TO;TO;TO
quad-length-144-4-3-unsat.smt2;unsat;0.42;
quad-length-145-4-3-sat.smt2;TO;TO;TO
quad-length-146-4-3-unsat.smt2;unsat;0.34;
quad-length-147-4-3-sat.smt2;TO;TO;TO
quad-length-148-4-3-unsat.smt2;unsat;0.3;
quad-length-149-4-3-sat.smt2;TO;TO;TO
quad-length-150-4-3-unsat.smt2;unsat;0.36;
quad-length-151-4-3-sat.smt2;TO;TO;TO
quad-length-152-4-3-unsat.smt2;unsat;0.38;
quad-length-153-4-4-sat.smt2;TO;TO;TO
quad-length-154-4-4-unsat.smt2;unsat;0.38;
quad-length-155-4-4-sat.smt2;TO;TO;TO
quad-length-156-4-4-unsat.smt2;unsat;0.28;
quad-length-157-4-4-sat.smt2;TO;TO;TO
quad-length-158-4-4-unsat.smt2;unsat;0.33;
quad-length-159-4-4-sat.smt2;TO;TO;TO
quad-length-160-4-4-unsat.smt2;unsat;0.33;
quad-length-161-4-0-sat.smt2;TO;TO;TO
quad-length-162-4-0-unsat.smt2;unsat;0.51;
quad-length-163-4-1-sat.smt2;TO;TO;TO
quad-length-164-4-1-unsat.smt2;unsat;0.65;
quad-length-165-4-1-sat.smt2;TO;TO;TO
quad-length-166-4-1-unsat.smt2;unsat;0.27;
quad-length-167-4-2-sat.smt2;TO;TO;TO
quad-length-168-4-2-unsat.smt2;unsat;0.25;
quad-length-169-4-2-sat.smt2;TO;TO;TO
quad-length-170-4-2-unsat.smt2;unsat;0.26;
quad-length-171-4-2-sat.smt2;TO;TO;TO
quad-length-172-4-2-unsat.smt2;unsat;3.06;
quad-length-173-4-2-sat.smt2;TO;TO;TO
quad-length-174-4-2-unsat.smt2;unsat;0.93;
quad-length-175-4-3-sat.smt2;TO;TO;TO
quad-length-176-4-3-unsat.smt2;unsat;0.65;
quad-length-177-4-3-sat.smt2;TO;TO;TO
quad-length-178-4-3-unsat.smt2;unsat;0.24;
quad-length-179-4-3-sat.smt2;TO;TO;TO
quad-length-180-4-3-unsat.smt2;unsat;0.28;
quad-length-181-4-2-sat.smt2;TO;TO;TO
quad-length-182-4-2-unsat.smt2;unsat;0.25;
quad-length-183-4-3-sat.smt2;TO;TO;TO
quad-length-184-4-3-unsat.smt2;unsat;0.26;
quad-length-185-4-4-sat.smt2;TO;TO;TO
quad-length-186-4-4-unsat.smt2;unsat;0.27;
quad-length-187-4-4-sat.smt2;TO;TO;TO
quad-length-188-4-4-unsat.smt2;unsat;0.23;
quad-length-189-4-4-sat.smt2;TO;TO;TO
quad-length-190-4-4-unsat.smt2;unsat;0.21;
quad-length-191-4-1-sat.smt2;TO;TO;TO
quad-length-192-4-1-unsat.smt2;unsat;0.14;
quad-length-193-4-2-sat.smt2;TO;TO;TO
quad-length-194-4-2-unsat.smt2;unsat;0.09;
quad-length-195-4-1-sat.smt2;TO;TO;TO
quad-length-196-4-1-unsat.smt2;unsat;0.57;
quad-length-197-4-2-sat.smt2;TO;TO;TO
quad-length-198-4-2-unsat.smt2;unsat;0.09;
quad-length-199-4-1-sat.smt2;TO;TO;TO
quad-length-200-4-1-unsat.smt2;unsat;0.23;
quad-length-201-4-2-sat.smt2;TO;TO;TO
quad-length-202-4-2-unsat.smt2;unsat;0.18;
quad-length-203-4-2-sat.smt2;TO;TO;TO
quad-length-204-4-2-unsat.smt2;unsat;0.23;
quad-length-205-4-3-sat.smt2;TO;TO;TO
quad-length-206-4-3-unsat.smt2;unsat;0.2;
quad-length-207-4-4-sat.smt2;TO;TO;TO
quad-length-208-4-4-unsat.smt2;unsat;0.2;
quad-length-209-4-5-sat.smt2;TO;TO;TO
quad-length-210-4-5-unsat.smt2;unsat;0.21;
quad-length-211-5-0-sat.smt2;TO;TO;TO
quad-length-212-5-0-unsat.smt2;unsat;0.56;
quad-length-213-5-1-sat.smt2;TO;TO;TO
quad-length-214-5-1-unsat.smt2;unsat;0.46;
quad-length-215-5-1-sat.smt2;TO;TO;TO
quad-length-216-5-1-unsat.smt2;unsat;0.28;
quad-length-217-5-2-sat.smt2;TO;TO;TO
quad-length-218-5-2-unsat.smt2;unsat;0.27;
quad-length-219-5-2-sat.smt2;TO;TO;TO
quad-length-220-5-2-unsat.smt2;unsat;0.44;
quad-length-221-5-3-sat.smt2;TO;TO;TO
quad-length-222-5-3-unsat.smt2;unsat;0.44;
quad-length-223-5-4-sat.smt2;TO;TO;TO
quad-length-224-5-4-unsat.smt2;unsat;0.39;
quad-length-225-5-4-sat.smt2;TO;TO;TO
quad-length-226-5-4-unsat.smt2;unsat;0.45;
quad-length-227-5-5-sat.smt2;TO;TO;TO
quad-length-228-5-5-unsat.smt2;unsat;0.45;
quad-length-229-5-5-sat.smt2;TO;TO;TO
quad-length-230-5-5-unsat.smt2;unsat;0.29;
quad-length-231-6-0-sat.smt2;TO;TO;TO
